Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_5_8980	-0.02	0.04	-0.11	0.39	0.19	0.02	-0.09	-0.08	-0.61	0.41
Pa_5_8990	0.71	-0.2	0.34	-0.16	-0.21	0.11	0.04	-0.04	-0.07	0.05
Pa_5_90	-1.13	-0.29	1.52	1.34	1.26	1.07	0.29	-0.84	-1.39	-1.76
Pa_5_900	-0.02	0.98	2.21	2.21	1.21	0.02	-1.75	-2.89	-2.97	-2.73
Pa_5_9000	0.06	0.05	-0.04	0.1	0.02	-0.16	-0.17	-0.15	-0.02	0.06
Pa_5_9010	0.26	-0.12	0.04	-0.01	-0.02	0.01	0.2	0.18	-0.14	-0.27
Pa_5_9020	0.06	-0.49	0.14	-0.28	-0.41	0.03	0.05	-0.12	-0.03	0.07
Pa_5_9030	0.01	0.17	-0.08	-0.01	-0.2	-0.03	0.23	0.48	0.32	-0.13
Pa_5_9040	0.44	-0.01	-0.6	-0.57	-0.54	-0.27	0.01	0.21	0.97	0.92
Pa_5_9050	-0.4	-0.68	-0.02	0.02	0.27	0.27	0.22	0.16	-0.47	-0.53
Pa_5_9060	0.6	-0.22	-0.04	-0.27	-0.13	0.04	0.39	0.51	0.2	-0.12
Pa_5_9070	-0.49	-0.36	-0.05	1.02	0.82	0.02	-0.22	-0.02	0.11	1.24
Pa_5_9080	0.22	0.01	-0.02	-0.03	-0.19	-0.04	-0.01	0.11	0.3	0.2
Pa_5_9090	0.18	-0.42	-0.05	0.05	-0.07	-0.21	0.67	0.78	0.24	-0.84
Pa_5_910	0.27	1.08	2.24	1.86	0.6	-0.27	-0.86	-1.01	-0.98	-1.56
Pa_5_9100	-0.67	-0.11	-0.17	-0.33	0.03	0.09	0.11	-0.03	0.19	0.06
Pa_5_9110	0.27	-0.09	0.02	0.13	-0.02	-0.17	-0.19	-0.06	0.57	0.26
Pa_5_9120	0.05	0.11	-0.22	-0.21	-0.46	-0.19	-0.05	0.25	0.7	0.62
Pa_5_9130	-0.28	0.11	-0.1	0.11	0.18	-0.03	0.07	-0.17	-0.1	0.03
Pa_5_9140	0.32	-0.44	0.34	0.09	-0.43	-0.48	-0.68	-0.09	0.33	3.06
Pa_5_9150	0.09	-0.42	-0.56	-0.29	-0.31	-0.09	0.22	0.32	0.68	1.68
Pa_5_9160	0.05	-0.06	-0.04	0.16	-0.02	0	0	-0.12	0.85	0.73
Pa_5_9170	0.15	-0.02	0.01	-0.02	-0.22	-0.01	0.22	0.41	0.07	-0.6
Pa_5_9180	-0.14	0.08	0.2	0.05	0.45	0.23	-0.05	-0.3	-0.47	-0.08
Pa_5_9190	0.47	0.02	-0.08	-0.03	-0.02	0.3	0.08	0.31	-0.03	-0.72
Pa_5_920	-0.33	-1.75	-0.99	-0.19	0.19	0.73	1.4	1.55	1.09	-0.84
Pa_5_9200	-0.18	0.33	0.08	0.44	0.16	0.05	-0.07	-0.05	-0.2	-0.31
Pa_5_9210	0.01	-0.57	-0.05	-0.18	-0.04	0.54	0.86	0.29	-0.01	0.12
Pa_5_9220	0.04	-0.47	-0.14	-0.21	-0.25	-0.04	0.18	0.11	0.06	0.54
Pa_5_9230	0.16	-0.17	0.09	-0.17	-0.19	-0.09	0.18	0.09	0.14	-0.4
Pa_5_9240	0.01	0.79	0.68	0.76	0.35	-0.01	-0.01	-0.07	-0.05	-0.06
Pa_5_9250	0.4	-0.04	-0.14	-0.01	-0.12	0.01	0.34	0.28	0.13	-0.05
Pa_5_9260	-0.56	0.27	-0.28	0.12	0.05	-0.05	-0.13	-0.05	0.19	1.2
Pa_5_9270	-0.09	0.08	0.04	-0.13	0.2	0.25	0	-0.04	0	-0.26
Pa_5_9280	0.36	0.03	-0.35	-0.03	-0.06	-0.22	0.24	0.78	0.37	-0.79
Pa_5_9290	0.25	0.06	-0.29	-0.06	-0.14	-0.44	0.19	0.72	0.26	-0.84
Pa_5_930	0.01	-0.14	0.21	-0.1	0.24	-0.01	-0.06	-0.73	0.34	1.29
Pa_5_9300	0.13	0.05	-0.13	0	-0.18	0	0.24	-0.01	-0.02	1.14
Pa_5_9310	0.16	0.76	0.36	0.12	-0.09	-0.19	-0.56	-0.09	0	0
Pa_5_9320	-0.01	-0.08	0.34	0.14	0.1	0.16	0.01	-0.54	-1.13	-0.36
Pa_5_9325	0.59	-0.41	0.16	-0.02	0.01	0.15	0.16	-0.01	-0.48	-0.27
Pa_5_9330	0.46	-0.03	-0.01	0.01	0.09	-0.24	0.18	0.17	-0.29	-0.31
Pa_5_9340	0.14	0.06	-0.1	-0.34	0.24	-0.06	0.49	0.06	-0.38	-0.93
Pa_5_9350	-0.11	-0.21	-0.34	-0.25	0.2	0.11	0.85	0.74	0.28	-0.52
Pa_5_9360	-0.21	0.21	0.38	0.05	-0.05	0.32	-0.21	0.06	-0.39	-0.26
Pa_5_9370	0.08	0.13	0.1	0.02	-0.13	-0.02	0.04	-0.09	-0.47	-0.66
Pa_5_9390	1.02	0.08	0.53	0.31	-0.08	0.26	-0.2	-0.51	-0.33	-0.67
Pa_5_940	-0.9	0.01	0.89	0.63	0.66	0.65	-0.01	-1.66	-1.93	-0.88
Pa_5_9400	0.09	-0.46	-0.42	-0.45	-0.26	-0.09	0.32	0.72	0.95	0.94
Pa_5_9410	0.02	-0.92	-0.56	-0.6	-0.48	-0.02	0.51	0.42	0.27	0.02
Pa_5_9420	-0.6	-0.41	0.08	-0.35	-0.36	0.27	0.49	0.06	-0.06	0.21
Pa_5_9430	-1.06	-0.27	0.42	-0.4	-0.07	0.4	0.75	0.51	0.07	-0.09
Pa_5_9440	0.3	0.41	-0.35	0.03	-0.19	-0.24	-0.35	0.08	-0.03	0.12
Pa_5_9450	0.15	-0.15	-0.49	-0.36	-0.27	-0.18	0.31	0.15	0.2	0.75
Pa_5_9460	0.61	0.43	0.06	-0.09	-0.07	0.05	0.06	-0.05	-0.14	-0.24
Pa_5_9470	0.06	-0.44	-0.75	-0.65	-0.47	-0.06	0.47	0.6	0.83	0.19
Pa_5_9480	-0.03	-0.42	0.14	0.21	-0.19	-0.11	-0.04	0.03	0.88	0.36
Pa_5_950	-0.47	0.29	0.01	-0.01	0.22	0.4	-0.11	-0.36	-0.14	0.64
Pa_5_9500	0.06	-0.1	-0.17	0.13	-0.09	-0.03	0.28	0.33	0.03	-0.3
Pa_5_9510	-0.15	-1.05	-0.31	0.03	0.26	0.65	1.21	0.87	-0.03	-1.21
Pa_5_9520	0.18	-0.15	-0.31	-0.39	-0.27	0.02	0.06	-0.02	0.14	0.12
Pa_5_9540	0.17	-0.26	-0.02	-0.18	-0.24	0.01	0.25	0.12	-0.01	0.78
Pa_5_9550	-0.44	0.21	-0.19	0.04	-0.06	-0.04	-0.12	0.09	0.05	0.05
Pa_5_9570	-0.09	-0.59	0.37	0.44	0.09	0.21	-0.13	-0.32	-0.28	0.09
Pa_5_9580	-0.36	-0.5	-0.42	0.1	-0.09	0.09	0.85	1.12	0.82	-0.38
Pa_5_9590	0.05	-0.01	-0.3	-0.2	-0.2	-0.29	0.06	0.22	0.19	0.01
Pa_5_960	-0.19	0.39	0.32	0.23	0.19	0.12	-0.12	-0.99	-1.09	-0.16
Pa_5_9600	-0.19	-0.25	-0.02	0.38	0.69	0.27	0.02	-0.68	-1.03	0.97
Pa_5_9610	-0.16	-0.4	0.11	-0.05	0.14	-0.29	0.05	0.24	0.33	-0.4
Pa_5_9620	-0.04	-0.11	-0.13	-0.2	0.04	0.08	0.17	0.34	0.07	-0.08
Pa_5_9630	-1.06	-0.57	-0.12	0.17	0.26	0.07	0.07	-0.07	-0.17	0.17
Pa_5_9640	0.66	-0.52	0.59	-0.06	0.06	-0.67	-0.57	-0.38	0.08	0.97
Pa_5_9650	-2.43	-1.96	0.92	0.53	0.1	-0.75	-0.64	-0.1	0.86	1.39
Pa_5_9660	0.29	-0.45	0.38	-0.2	0.2	0.45	0.33	-1.25	-2.62	-2.31
Pa_5_9670	0.59	-0.3	-0.02	-0.23	-0.05	0.02	0.38	0.33	-0.08	0.12
Pa_5_9680	0.36	-0.14	-0.14	-0.22	-0.02	0.02	0.09	-0.02	0.22	0.33
Pa_5_9690	0.28	1.21	-0.3	-0.49	-0.58	-0.53	-0.28	0.54	0.79	2.25
Pa_5_970	0.47	0.12	-0.08	-0.24	0.08	-0.09	-0.25	-0.25	0.27	0.86
Pa_5_9700	-0.25	0.37	0.23	0.37	0.28	0.04	-0.04	-0.3	-1.05	-1.22
Pa_5_9710	-0.17	-0.07	0.01	-0.1	-0.06	-0.01	0.2	0.31	0.21	0.41
Pa_5_9715	-0.51	-0.04	-0.41	-0.3	0.18	0.04	-0.14	0.2	0.54	0.54
Pa_5_9720	0.28	-0.16	-0.03	-0.02	-0.07	0.16	0.2	0.24	0.02	-0.25
Pa_5_9730	-0.33	1.01	0.5	0.6	0.36	0.33	-0.38	-0.53	-0.43	-0.48
Pa_5_9740	0.42	0.7	0.2	0.39	-0.13	0.01	-0.49	-0.48	-0.43	-0.01
Pa_5_975	-0.75	-0.35	-0.79	-0.46	-0.1	0.32	0.1	0.22	1.16	5.18
Pa_5_9750	-0.03	0.18	-0.23	-0.17	-0.27	-0.13	0.03	0.55	0.36	0.31
Pa_5_9760	1.87	-0.22	-0.41	-1.21	-1.05	-0.95	0.22	2.97	3.47	2.34
Pa_5_9762	-0.27	0.54	0.14	-0.06	0.3	0.17	-0.08	0.06	-0.34	-0.25
Pa_5_9765	0.32	1.25	0.93	0.4	0.22	-0.22	-0.43	-1.48	-1.08	-1.02
Pa_5_9770	-0.73	0.32	1.81	1.25	0.74	0.07	-0.29	-0.36	-0.44	-0.07
Pa_5_9780	-0.41	0.46	0.07	0.21	-0.12	-0.07	-0.54	-0.09	1.79	1.04
Pa_5_9790	-1.17	-0.02	0.02	-0.66	-1.07	-0.81	0.84	3.07	3.68	4.07
Pa_5_980	-0.04	1.61	-0.85	-0.09	0.84	0.4	0.68	-0.55	-0.21	0.04
Pa_5_9800	0	-0.01	-0.1	-0.05	0	0.18	0.68	0.68	0.37	-0.06
Pa_5_9810	-0.1	0.04	-0.26	-0.33	-0.16	-0.04	0.2	0.52	0.64	0.05
Pa_5_9820	0.81	0.72	-0.13	-0.17	-0.05	-0.34	0.05	0.82	0.9	-0.09
Pa_5_9830	0.49	0.08	4.35	1.25	-0.22	-0.34	-0.42	-0.24	-0.08	1
Pa_5_9840	0.5	0.5	0.75	-0.05	-0.18	-0.14	-0.07	-0.08	0.05	0.15
Pa_5_9845	-1.71	-0.24	-0.69	-0.98	-0.35	0.24	2.04	3.96	4.66	3.82
Pa_5_9850	-1.07	-0.76	-0.93	-0.9	-0.36	0.36	0.71	1	2.07	1.57
Pa_5_9852	0.01	0.09	-0.14	-0.09	0.26	0.19	-0.01	-0.06	-0.02	0.06
Pa_5_9854	-0.08	-0.24	0.17	-0.35	0.49	-0.02	0.25	-0.21	0.02	1.05
Pa_5_9855	-0.37	0.18	0.04	0.01	0.28	0.15	-0.01	-0.55	-0.44	-0.14
Pa_5_9856	0.02	-0.42	-0.28	-0.65	0.24	0.82	0.31	-0.76	-0.02	1.18
Pa_5_9860	3.79	0.76	-0.07	0	0.31	0.13	-0.15	0	-0.07	-0.33
Pa_5_9870	0.39	0.38	-0.09	-0.21	-0.28	-0.11	-0.01	0.01	0.21	0.49
Pa_5_9880	-0.09	0.8	0.39	0.25	0.07	-0.15	-0.08	-0.42	-0.07	0.23
Pa_5_9890	-0.45	0.21	1.57	1.38	0.13	0.25	-0.13	-0.37	-0.64	-0.79
Pa_5_990	-0.17	1.84	-0.59	-0.12	1.07	0.66	0.83	-0.54	0.01	-0.01
Pa_5_9900	0.47	1.42	0.01	-0.17	-0.06	-0.01	-0.21	-0.16	2.78	3.35
Pa_5_9905	-0.35	0.11	0.15	-0.11	-0.11	0.1	-0.1	0.14	0.3	-0.36
Pa_5_9910	0.31	0.06	0.3	-0.02	0.02	0.15	-0.99	-2.13	-2.54	-2.66
Pa_5_9920	0.23	0.9	0.37	0.41	0.12	-0.12	-0.59	-0.74	-0.93	-1.17
Pa_5_9930	0.2	-0.13	0.06	-0.03	-0.14	0.03	0.35	0.24	-0.07	-0.5
Pa_5_9940	0.19	-0.03	-0.21	-0.18	-0.31	-0.05	0.17	0.12	0.03	0.28
Pa_5_9950	-0.02	0.48	0.02	-0.17	-0.5	-0.08	-0.53	1.68	5.47	5.09
Pa_5_9960	0.98	0.46	0.11	-0.03	0.31	-0.14	0.03	-0.21	-0.07	-0.05
Pa_5_9970	-0.32	0	1.67	0	0	0.19	-0.37	-0.64	-0.08	0.88
Pa_5_9980	0	-0.3	-0.79	-0.16	0	0.64	0.76	0.46	0.39	-1.02
Pa_5_9990	-0.34	-0.58	-1.28	-0.68	-0.24	0.38	0.77	0.24	1.08	0.36
Pa_6_10	1.02	0.95	-0.24	1.05	1.24	0.24	-0.47	-1.49	-2.27	-2.52
Pa_6_100	-0.44	-0.34	0.39	0.41	0.13	-0.13	-0.33	-0.63	1.92	1.95
Pa_6_1000	0.05	0.65	0.18	0.04	-0.07	-0.09	-0.35	-0.37	-0.04	1.5
Pa_6_10000	0.11	0.08	-0.24	-0.17	-0.08	0.09	-0.14	-0.13	0.23	0.28
Pa_6_10010	0.41	0.2	-0.04	-0.17	-0.02	0.27	-0.08	0.02	-0.08	0.66
Pa_6_10020	-0.21	0.91	-0.05	0.41	0.23	0.24	0.02	-0.41	-0.25	-0.02
Pa_6_10030	-0.28	0.58	-0.37	0.53	0.4	0.39	0.28	-0.38	-0.47	-0.52
Pa_6_10040	0.89	0.74	0.18	0.26	-0.01	0.01	-0.37	-0.54	-0.35	-0.03
Pa_6_10050	-0.03	-0.22	-0.34	-0.2	-0.19	0.03	0.22	0.27	0.62	1.97
Pa_6_10060	-0.92	-1.3	-1.63	-1.29	-0.08	0.08	1.08	1.79	2.42	1.84
Pa_6_10070	0.23	-0.13	-0.47	-0.35	-0.05	0.01	-0.01	0.22	0.24	1.34
Pa_6_10080	-0.58	0.14	-0.43	-0.14	0.19	0	-0.09	0	0.25	0.09
Pa_6_10085	-0.34	0.66	-0.36	-0.25	-0.06	0.02	0.05	-0.02	0.21	0.44
Pa_6_10090	-0.02	0.31	0.08	-0.05	-0.18	0.02	-0.29	-0.36	0.07	0.07
Pa_6_1010	-0.7	-0.35	-0.3	0.22	-0.31	0.03	-0.03	0.85	1.17	0.14
Pa_6_10100	1.97	0.36	-0.01	0.22	0.01	0.44	-0.23	-0.55	-0.49	-0.86
Pa_6_10107	0.28	0.72	-0.05	0.05	0.15	0.1	-0.09	-0.62	-0.6	-0.56
Pa_6_10110	0.39	0.59	0.41	0.28	0.1	-0.1	-0.46	-0.69	-0.71	-1.14
Pa_6_10120	0.04	-0.08	-0.12	-0.32	0.11	0.01	-0.18	-0.01	1.51	1.58
Pa_6_10130	-0.26	1	-0.13	0.13	0.45	0.26	0.18	-1.03	-0.98	-0.4
Pa_6_10140	0	0.51	-0.33	0	0.34	0.16	-0.01	-0.89	-1.12	0
Pa_6_10145	0.39	0.01	-0.06	-0.04	-0.11	-0.01	0.31	0.14	0.12	-0.76
Pa_6_10150	0.16	-0.16	-0.52	-0.72	-0.4	-0.2	0.27	2.91	4.44	3
Pa_6_10160	0.07	-0.46	-0.57	-0.48	-0.26	-0.07	0.27	1.13	1.23	1.39
Pa_6_10170	1.11	0.48	0.08	-0.51	0.24	0.07	-0.07	-0.48	-0.92	-1.74
Pa_6_10180	0.53	0.2	-0.03	0.07	0.03	0.1	-0.05	-0.25	-0.16	-0.23
Pa_6_10190	0.87	-0.05	0.14	0.27	-0.18	0.05	-1.16	-1.02	-0.32	0.29
Pa_6_1020	-0.43	-0.42	-0.03	0.03	-0.1	-0.36	0.2	1.69	2.56	1.2
Pa_6_10200	1.1	0.42	0.15	0.46	-0.1	-0.11	-1.01	-1.18	-0.82	0.1
Pa_6_10210	0.18	0.03	-0.1	0.38	0.53	0.73	-0.03	-1.04	-1.41	-1.23
Pa_6_10220	0.16	0.42	0.01	0	-0.09	-0.13	0	0.16	-0.14	-0.58
Pa_6_10230	-0.03	0.03	-0.41	-0.27	-0.33	-0.15	0.1	0.11	0.51	0.86
Pa_6_10240	1.29	0.55	0.71	0.35	0.12	-0.12	-0.42	-0.86	-0.95	-1.03
Pa_6_10250	0.13	-0.32	-0.15	-0.13	-0.13	0.22	0.57	0.68	0.4	-0.38
Pa_6_10260	0.83	0.36	0.88	0.24	-0.21	0.19	-0.72	-2.45	-1.22	-0.19
Pa_6_10270	-0.52	0.09	0.27	1.31	1.45	1.13	-0.09	-0.72	-0.84	-0.6
Pa_6_10280	0.19	0.11	0.04	0.07	-0.29	-0.47	-0.23	-0.02	0.02	-0.36
Pa_6_10290	0.14	-0.16	0.53	0.24	0.48	-0.16	-0.39	-0.27	-0.14	0.46
Pa_6_1030	-0.11	-0.21	0.2	-0.21	0.51	0.03	0.01	-0.05	0.03	-0.01
Pa_6_10300	-0.33	-0.84	0.09	-0.37	-0.49	-0.09	0.7	2.01	1.77	0.71
Pa_6_10310	0	0.12	-0.25	-0.39	-0.41	-0.3	0	0.22	0.38	1.07
Pa_6_10320	-0.29	-0.14	-0.03	0.03	0.03	0.27	0.21	0.07	-0.03	-0.15
Pa_6_10330	-0.57	-0.53	-0.84	-1.2	-0.23	0.23	0.29	0.76	2.56	2.64
Pa_6_10340	1.03	0.68	-0.06	0.01	0.99	0.86	-0.01	-1.44	-1.33	-0.95
Pa_6_10350	1.38	0.75	1.48	0.73	0.4	-0.4	-1.18	-2.06	-2.25	-1.92
Pa_6_10360	0.4	0.28	0.54	0.26	0.13	-0.13	-0.36	-0.48	-0.78	-1.15
Pa_6_10370	0.69	0.36	0.64	0.18	0.1	-0.1	-0.34	-0.67	-0.98	-1.01
Pa_6_10380	1.19	0.84	1.54	0.67	0.28	-0.28	-1.05	-1.69	-1.99	-2.19
Pa_6_10390	0.68	0.89	1.21	0.42	0.25	-0.25	-0.78	-1.4	-1.74	-2.08
Pa_6_1040	-0.56	-0.26	-0.13	-0.07	0.03	0.15	0.29	0.5	0.35	-0.03
Pa_6_10400	0.41	0.35	0.52	0.09	0.23	-0.1	-0.09	-0.4	-0.48	-0.37
Pa_6_10410	0.55	1.01	0.54	0.35	0.18	-0.18	-0.49	-0.76	-0.57	-0.55
Pa_6_10420	1.09	-0.25	-0.28	-0.27	0.09	-0.25	0.24	-0.08	0.08	0.53
Pa_6_10430	0.57	0.07	0.01	-0.07	0.23	-0.01	-0.08	-0.07	-0.12	0.22
Pa_6_10440	0.71	1.32	0.67	0.15	0.02	-0.02	-0.41	-0.71	-0.52	-0.15
Pa_6_10445	-0.65	-0.02	-0.6	-0.12	-0.34	0.02	0.58	1.19	2.31	2.43
Pa_6_1045	-0.03	0.52	0.51	0.08	-0.16	0.08	-0.11	0.01	-0.28	-0.01
Pa_6_10450	-0.39	0.64	0.32	0.86	0.45	0.15	-0.23	-0.15	-0.15	-0.16
Pa_6_10460	0.4	1.4	1.12	0.71	0.16	-0.16	-0.78	-0.86	-0.77	-0.46
Pa_6_10470	0.29	1.35	0.89	0.79	0.33	-0.29	-0.85	-1.11	-1.17	-0.88
Pa_6_10480	0.24	0.21	0.35	-0.37	-0.55	0	0	0.25	-0.2	-0.18
Pa_6_10490	0.23	0.57	0.37	-0.14	-0.21	0.1	0.24	-0.1	-0.73	-2.08
Pa_6_1050	-0.34	1.07	-0.66	0.47	0.08	-0.08	-0.38	-1.03	0.96	1.82
Pa_6_10500	2.73	0.52	0.49	0	0.1	0	-0.25	-0.44	-0.33	-0.29
Pa_6_10510	0.58	0.47	0.47	0.3	0.08	-0.08	-0.35	-0.45	-0.7	-1.28
Pa_6_10520	-0.93	0.81	0.35	1.04	0.3	-0.08	-0.78	-0.1	-0.35	0.08
Pa_6_10530	-0.69	-0.14	-0.09	-0.21	-0.1	0.44	0.09	0.52	0.65	0.44
Pa_6_10540	-1.42	-1.14	-1.24	-0.47	-0.19	0.19	0.32	1.49	0.71	2.83
Pa_6_10550	-0.53	-0.01	-0.57	-0.03	-0.33	0.01	0.4	1.02	0.8	0.62
Pa_6_10560	-0.23	0.04	-0.22	-0.04	-0.16	-0.01	0.5	0.01	0.84	2.12
Pa_6_10570	0.02	-0.25	-0.08	-0.03	-0.02	0.13	0.51	0.56	0.18	-0.44
Pa_6_10580	0.14	0.99	-0.55	-0.02	0.54	0.02	0.32	-0.77	-0.93	-0.38
Pa_6_10590	-0.06	0.06	0.5	0.47	0.29	0.26	-0.14	-0.86	-1.21	-1.09
Pa_6_1060	-0.24	-0.04	1.37	2.73	1.28	0.38	0.02	-0.04	-0.12	-0.02
Pa_6_10600	0.35	0	-0.12	0	-0.02	-0.04	0.17	0.03	0.01	-0.1
Pa_6_10610	0.12	-0.07	-0.13	0.03	-0.2	0.01	-0.01	-0.21	0.47	1.7
Pa_6_10620	-0.36	0.41	-0.24	-0.24	0.29	0	0.15	-0.26	0	0.51
Pa_6_10630	0.1	0.03	-0.03	1.39	0.34	0.99	-0.23	-1.74	-1.94	-1.39
Pa_6_10640	-0.32	0.59	0.24	0.21	0.06	-0.06	-0.06	0.07	-0.25	-1.37
Pa_6_10650	0.38	0.06	0.59	0.18	0.15	-0.06	-0.59	-0.3	-0.07	-0.16
Pa_6_10660	1.34	-0.31	0.49	0.02	-0.19	-0.4	-0.02	0.49	0.34	-1.07
Pa_6_10670	-0.62	-0.37	0.17	-0.36	-0.01	0.01	0.04	0.26	0.03	-0.41
Pa_6_10680	-0.42	-0.69	-0.48	-0.02	-0.05	0.64	1.28	1.69	1.42	0.02
Pa_6_10690	-0.52	0.41	0.03	-0.16	-0.03	-0.09	0.12	0.44	0.06	-0.99
Pa_6_1070	0.26	-0.26	-0.05	1.36	0.65	-0.16	-0.85	-0.7	0.33	0.05
Pa_6_10700	-0.05	0.01	2.27	2.87	1.67	0.47	-0.01	-0.12	-0.4	-0.9
Pa_6_10710	-0.43	-0.05	-0.06	0.23	0.03	0.02	0.04	0.04	-0.09	-0.02
Pa_6_10720	-0.14	-0.28	0.16	0.19	0.09	-0.17	0.13	0.07	-0.07	-0.1
Pa_6_10730	0.29	-0.14	0.03	-0.03	-0.03	-0.08	0.12	0.3	0.05	-0.33
Pa_6_10740	0.19	-0.38	-0.36	-0.19	-0.18	0.12	0.33	0.22	0.08	-0.08
Pa_6_10750	-0.46	-0.37	-0.05	0.08	0.13	0.05	0.3	0.15	-0.4	-1.05
Pa_6_10760	0.06	-0.03	-0.44	-0.31	-0.39	-0.34	0.2	0.57	0.53	0.03
Pa_6_10770	0.08	-0.17	-0.03	-0.42	-0.26	-0.17	0.03	1.7	2.24	2.37
Pa_6_10780	-1.65	-0.98	-1.28	-0.98	-0.37	0.37	1.52	3.13	3.91	2.32
Pa_6_10790	-1.92	-1.7	-1.69	-0.6	0.62	0.67	0.3	-0.04	0.04	2.04
Pa_6_1080	-0.15	0.11	-0.08	0.07	0.2	0.1	-0.07	-0.16	-0.09	6.46
Pa_6_10800	0.18	-0.07	-0.04	-0.23	-0.17	-0.12	0.04	0.19	0.16	0.45
Pa_6_10810	0.05	-0.21	-0.1	-0.15	-0.24	0.15	0.03	-0.03	0.24	0.9
Pa_6_10820	-0.01	0.23	-0.22	-0.11	-0.22	-0.09	0.01	0.08	0.11	0.56
Pa_6_10830	-0.18	0.02	-0.18	-0.25	-0.2	-0.02	0.15	0.07	0.42	0.19
Pa_6_10840	-0.09	-0.12	-0.38	-0.05	-0.02	0.2	0.81	0.8	0.41	0.02
Pa_6_10845	-0.38	-0.33	-0.5	-0.22	-0.09	0.09	0.46	0.56	0.37	0.23
Pa_6_10850	-2.84	-1.17	-1.71	-1.69	-0.81	0.82	1.56	1.06	1.75	0.81
Pa_6_10860	-1.01	1.06	-0.63	-0.13	1.39	0.45	0.63	-0.57	-0.29	0.13
Pa_6_10870	-0.02	0.34	-0.25	-0.25	0.22	0.02	0.15	-0.15	-0.14	0.42
Pa_6_10880	0.58	-0.13	0.52	-0.09	-0.01	-0.08	0.01	0.23	0.08	-0.07
Pa_6_10890	0.08	-0.85	-0.73	-0.08	0.41	0.83	1.12	0.73	-0.18	-2.41
Pa_6_1090	-0.44	-0.41	-0.18	-0.09	0.63	0.41	0.28	0.09	0.37	-0.3
Pa_6_10900	0.07	-0.55	-0.14	0.02	0.27	0.24	0.46	-0.02	-0.73	-0.43
Pa_6_10910	0.19	-0.55	-0.12	-0.04	0.25	0.23	0.43	0.04	-0.65	-1.09
Pa_6_10920	-0.43	0.15	1.7	1.95	1.38	0.66	-0.15	-0.7	-1.2	-1.72
Pa_6_10930	0.63	-0.13	0.47	1.7	0.52	0.13	-0.67	-0.75	-0.97	-0.43
Pa_6_10940	-0.35	-0.08	-0.34	-0.35	-0.15	0.22	0.08	0.57	2.79	3.86
Pa_6_10945	-0.91	-0.8	-0.94	-0.76	-0.25	0.25	0.69	1.81	3.84	5.41
Pa_6_10950	0.43	0.45	0.46	0.07	-0.03	0.03	-0.08	-0.17	-0.4	-0.39
Pa_6_10960	0.23	-0.06	-0.07	-0.11	-0.14	0.1	0.23	0.3	0.06	-0.52
Pa_6_10970	0.47	0.25	0.14	0.07	-0.07	-0.23	-0.41	-0.35	-0.41	0.75
Pa_6_10980	-0.27	0.26	-0.05	-0.06	-0.15	0.02	-0.02	0.37	0.38	0.92
Pa_6_10990	-2.09	-0.17	-0.58	-0.11	0.01	-0.01	0.32	0.93	0.98	0.87
Pa_6_110	-0.15	0.04	0.92	0.74	0.69	0.4	-0.04	-0.81	-1.11	-1.71
Pa_6_1100	-0.28	-0.06	0.58	0.08	0.37	-0.06	-0.18	-0.21	0.06	0.84
Pa_6_11000	0.7	0.34	-0.38	-0.4	-0.03	-0.33	0.03	-0.53	0.88	1.8
Pa_6_11010	0.97	0.07	0.06	-0.14	0.13	-0.06	-0.67	-0.75	-0.25	0.25
Pa_6_11020	2.16	0.11	-0.27	-0.33	0.18	0.08	0	-0.26	0	-0.11
Pa_6_11025	0.37	0.63	0.5	-0.12	0.19	0.03	-0.23	-0.03	-0.11	-0.17
Pa_6_11030	-0.01	-0.39	-0.84	-0.38	0.15	0.01	0.02	0.23	-0.14	0.81
Pa_6_11040	0.09	0.04	0.05	-0.06	0.07	0.33	-0.35	-0.5	-0.39	-0.04
Pa_6_11050	-1.91	-0.57	0.97	1.13	1.19	0.93	0.57	-1.16	-1.46	-1.19
Pa_6_11060	0.45	1.46	1.59	0.64	0.1	-0.1	-1.29	-2.6	-3.39	-3.44
Pa_6_11070	0.44	0.69	0.27	0.12	-0.11	0	-0.22	-0.77	-0.57	0
Pa_6_11080	0.12	0.2	-0.16	-0.08	-0.11	-0.02	-0.11	0.02	0.2	0.46
Pa_6_11090	0.01	-0.94	-0.04	-0.6	-0.59	0.72	-0.01	0.1	0.28	0.83
Pa_6_1110	-0.91	-0.18	-0.01	0.18	0.01	-0.34	-0.14	1.47	2.01	4.63
Pa_6_11100	-0.85	-0.18	-0.41	-0.48	-0.53	0.18	1.48	3.37	3.29	2.6
Pa_6_11110	0.04	0.2	-0.3	-0.62	-0.53	-0.39	-0.04	0.78	1.36	1.5
Pa_6_11120	-0.27	0.31	-0.11	-0.01	0.47	-0.02	0.05	0.01	-0.06	0.27
Pa_6_11130	-0.24	0.24	-0.12	-0.26	0.3	-0.15	0.12	0.29	0.45	-0.42
Pa_6_11140	-1.14	-0.32	-0.43	0.01	0.06	0.37	-0.01	0.75	0.9	-0.88
Pa_6_11150	0.05	-0.05	-0.37	-0.14	-0.22	0.18	0.42	0.47	0.17	-0.22
