TF	target	Cor	Wave	tf_name	tf_description	target_name	target_description
Pa_2_90	Pa_2_2160	0.950550632574047	II	-	Putative_protein_of_unknown_function	-	Putative_lipase
Pa_2_90	Pa_3_1030	0.967488326668209	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_90	Pa_3_970	0.952601129679772	II	-	Putative_protein_of_unknown_function	-	Putative_Protein_FMP52,_mitochondrial_precursor
Pa_2_90	Pa_4_1900	0.956632210358951	II	-	Putative_protein_of_unknown_function	-	Putative_Heterokaryon_incompatibility_protein
Pa_2_90	Pa_4_340	0.970107646104866	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_90	Pa_4_9910	0.957056205199949	II	-	Putative_protein_of_unknown_function	-	NA
Pa_2_90	Pa_5_12020	0.96271415229059	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_90	Pa_5_900	0.971536970577267	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_90	Pa_7_1960	0.962792617836951	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_740	Pa_5_4310	0.957158532788607	III	-	Putative_multiprotein-bridging_factor_1	-	Putative_protein_of_unknown_function
Pa_2_740	Pa_5_7475	0.954650206933942	III	-	Putative_multiprotein-bridging_factor_1	-	Putative_protein_of_unknown_function
Pa_2_740	Pa_6_6780	0.950579456021315	III	-	Putative_multiprotein-bridging_factor_1	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_1_21010	0.976173551627942	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_1_5870	0.950637208140671	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_3_7150	0.979191966414275	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_3_960	0.976630895879367	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_4_1555	0.952754681894603	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_4_3710	0.974961716076915	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_4_590	0.959835818972641	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_5_10400	0.981303036906986	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_RNA_dependent_RNA_polymerase
Pa_2_4060	Pa_5_11210	0.951036565104388	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_6_7145	0.960820272716392	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_6_7585	0.951995310283136	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4060	Pa_6_7590	0.952192788788978	II	-	Putative_maltose_fermentation_regulatory_protein	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_0_1240	0.97694645461986	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_0_150	0.962752209591537	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_0_780	0.958868132377524	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_16240	0.969836803355113	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_18000	0.982616475088173	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_18060	0.966012844883425	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_18270	0.953963311159377	II	-	Putative_protein_of_unknown_function	Agl1	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_20460	0.961530557373019	II	-	Putative_protein_of_unknown_function	Set8	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_21890	0.973487901060347	II	-	Putative_protein_of_unknown_function	-	Putative_calpain
Pa_2_4210	Pa_1_22400	0.962981914674084	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_22510	0.957351071991905	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_23470	0.96271854697719	II	-	Putative_protein_of_unknown_function	-	Putative_sulfate_permease_2
Pa_2_4210	Pa_1_24410	0.962978667211556	II	-	Putative_protein_of_unknown_function	-	Putative_SAM-dependent_methyltransferases_
Pa_2_4210	Pa_1_24420	0.974960799554942	II	-	Putative_protein_of_unknown_function	-	Putative_monooxygenase
Pa_2_4210	Pa_1_2470	0.965826935844383	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_4860	0.954034087074344	II	-	Putative_protein_of_unknown_function	-	Putative_transporter_
Pa_2_4210	Pa_1_5250	0.9667910891583	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_1_8170	0.96098587849453	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_10310	0.976024449441588	II	-	Putative_protein_of_unknown_function	-	Putative_ankyrin_repeat_protein
Pa_2_4210	Pa_2_10320	0.952575551808857	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_13740	0.970409177699356	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_14000	0.957512682772606	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_1630	0.962128490254978	II	-	Putative_protein_of_unknown_function	-	Putative_protein_similar_to_YKL069W_of_Saccharomyces_cerevisiae
Pa_2_4210	Pa_2_4180	0.968892129965883	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_4590	0.987797983366736	II	-	Putative_protein_of_unknown_function	-	Putative_phenylacetone_monooxygenase
Pa_2_4210	Pa_2_4600	0.984419388620519	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_7260	0.966274500279317	II	-	Putative_protein_of_unknown_function	-	Putative_Cytochrome_P450_protein
Pa_2_4210	Pa_2_7320	0.965636192307521	II	-	Putative_protein_of_unknown_function	-	Putative_sterigmatocystin_biosynthesis_lipase/esterase
Pa_2_4210	Pa_2_7340	0.957266125318473	II	-	Putative_protein_of_unknown_function	-	Putative_averantin_oxidoreductase
Pa_2_4210	Pa_2_7350	0.971303769082445	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_7360	0.973506884330499	II	-	Putative_protein_of_unknown_function	-	Putative_sterigmatocystin_biosynthesis_regulatory_protein
Pa_2_4210	Pa_2_7370	0.95058066923999	II	-	Putative_protein_of_unknown_function	-	Putative_aflatoxin_biosynthesis_ketoreductase_nor-1
Pa_2_4210	Pa_2_7440	0.957363668529576	II	-	Putative_protein_of_unknown_function	-	Putative_sterigmatocystin_biosynthesis_protein_similar_to_STCQ_of_Aspergillus_nidulans
Pa_2_4210	Pa_2_7630	0.950781944470317	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_2_7790	0.956288466612293	II	-	Putative_protein_of_unknown_function	-	Putative_protein_similar_to_Mb1315_of_Mycobacterium_bovis
Pa_2_4210	Pa_3_1015	0.966894481815096	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_3_1170	0.960151486563682	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_3_2000	0.98570391494939	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_3_5670	0.977960053688184	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_3_705	0.965377909843329	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_3_900	0.956896510910974	II	-	Putative_protein_of_unknown_function	-	Putative_glutathione_S-transferase
Pa_2_4210	Pa_4_1230	0.967092269930132	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_1300	0.97622907251154	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_1600	0.956543855442444	II	-	Putative_protein_of_unknown_function	-	Putative_Cytochrome_P450_protein
Pa_2_4210	Pa_4_1860	0.976747949922427	II	-	Putative_protein_of_unknown_function	-	Putative_multidrug_efflux_pump
Pa_2_4210	Pa_4_1950	0.963572713186458	II	-	Putative_protein_of_unknown_function	-	Putative_dehydrogenase
Pa_2_4210	Pa_4_2280	0.970788300136477	II	-	Putative_protein_of_unknown_function	-	Putative_Ankyrin
Pa_2_4210	Pa_4_290	0.955366110798616	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_450	0.957819836218698	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_4510	0.974669870837907	II	-	Putative_protein_of_unknown_function	-	Putative_Salicylate_hydroxylase
Pa_2_4210	Pa_4_50	0.957027418622219	II	-	Putative_protein_of_unknown_function	-	Putative_hydroxylase
Pa_2_4210	Pa_4_5460	0.967036046237897	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_5870	0.957834547081452	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_4_7760	0.955640563641545	II	-	Putative_protein_of_unknown_function	-	Putative_farnesyltransferase_subunit_beta
Pa_2_4210	Pa_4_870	0.971834272127263	II	-	Putative_protein_of_unknown_function	-	Putative_Glycoside_Hydrolase_Family_16
Pa_2_4210	Pa_4_920	0.955844976738388	II	-	Putative_protein_of_unknown_function	-	Putative_Glycosyltransferase_Family_8
Pa_2_4210	Pa_4_9940	0.972558351600305	II	-	Putative_protein_of_unknown_function	-	Putative_ABC_transporter_
Pa_2_4210	Pa_5_10090	0.974247021874934	II	-	Putative_protein_of_unknown_function	-	Putative_tyrosinase
Pa_2_4210	Pa_5_10247	0.957963145939896	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_10410	0.976382680485966	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_10440	0.950351639009388	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_10720	0.961875625242332	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_11080	0.985268413160371	II	-	Putative_protein_of_unknown_function	-	Putative_voltage-gated_shaker-like_K+_channel
Pa_2_4210	Pa_5_11180	0.950327806479311	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_11200	0.952375143343651	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_11760	0.967436957170564	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_1270	0.957460187316282	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_150	0.975066847382128	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_3435	0.953697804917194	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_3650	0.96914318000017	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_3670	0.975542367280835	II	-	Putative_protein_of_unknown_function	-	Putative_transporter
Pa_2_4210	Pa_5_4167	0.972190167082633	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_6340	0.953697840193766	II	-	Putative_protein_of_unknown_function	-	Putative_mitochondrial_medium-chain_specific_acyl-CoA_dehydrogenase_precursor_
Pa_2_4210	Pa_5_690	0.961020494817823	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_5_7015	0.953247657828463	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_10380	0.967249781504387	II	-	Putative_protein_of_unknown_function	-	Putative_Dehydrogenase
Pa_2_4210	Pa_6_10390	0.959166542472491	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_145	0.953941928186738	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_2390	0.957755694110498	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_2440	0.968352870825834	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_2460	0.97186657954624	II	-	Putative_protein_of_unknown_function	-	Putative_JmjC_domain-containing_histone_demethylation_
Pa_2_4210	Pa_6_5390	0.978765586612045	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_7550	0.977474779477278	II	-	Putative_protein_of_unknown_function	-	Putative_GMC_oxidoreductase
Pa_2_4210	Pa_6_8260	0.959464484043982	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_8310	0.956292879453877	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_9460	0.971336186077074	II	-	Putative_protein_of_unknown_function	-	Putative_flavoprotein_involved_in_K+_transport
Pa_2_4210	Pa_6_9796	0.954501349100752	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_6_9980	0.97396484102507	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_7_3100	0.984202713372822	II	-	Putative_protein_of_unknown_function	-	Putative_negative_regulator_of_the_PHO_system_
Pa_2_4210	Pa_7_320	0.965523157602847	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_7_3330	0.972681010600292	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_7_4100	0.9612904894415	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_4210	Pa_7_4260	0.978154469569121	II	-	Putative_protein_of_unknown_function	-	Putative_Cytochrome_P450_protein
Pa_2_4210	Pa_7_4330	0.958329572175155	II	-	Putative_protein_of_unknown_function	-	Putative_dehydrogenase_
Pa_2_4210	Pa_7_70	0.975002704573621	II	-	Putative_protein_of_unknown_function	-	Putative_1-phosphatidylinositol-4,5-bisphosphate_phosphodiesterase_1
Pa_2_4210	Pa_7_860	0.967993941882469	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_0_160	0.956602811572478	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_Cytochrome_P450_protein
Pa_2_6360	Pa_1_110	0.982047842833388	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_1_14690	0.957195086395413	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_1_16360	0.987757415805207	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_dioxygenase_
Pa_2_6360	Pa_1_18370	0.969610072868583	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_1_5240	0.985464420586557	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_1_5490	0.977413169590556	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_versicolorin_reductase_
Pa_2_6360	Pa_2_1800	0.977628132564324	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_menaquinone_biosynthesis_methyltransferase_ubiE
Pa_2_6360	Pa_2_2100	0.968949566855196	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_Ent-kaurene_oxidase
Pa_2_6360	Pa_2_7880	0.954826055768633	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	Mth1	Putative_SAM-dependent_O-methyltranferase_encoded_by_the_PaMTH1_gene
Pa_2_6360	Pa_3_10370	0.96050319040226	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_Alpha/beta_hydrolase
Pa_2_6360	Pa_3_11480	0.97175807479163	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_Glycosyltransferase_Family_1
Pa_2_6360	Pa_3_780	0.964048303148831	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_3_8420	0.958688219492747	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_acyl-CoA_desaturase_
Pa_2_6360	Pa_4_3780	0.954091795143022	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_oxidoreductase
Pa_2_6360	Pa_4_3820	0.951528468419786	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_dehydrogenase
Pa_2_6360	Pa_4_3840	0.962385501149385	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_polyketide_synthase
Pa_2_6360	Pa_4_3940	0.956172617767787	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_5_3390	0.959615130202565	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_5_6050	0.969393006986925	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_5_6760	0.976111773820031	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_6_680	0.963312156436264	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_6_9960	0.964473437175986	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_7_3415	0.954141502117351	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_7_790	0.952287052440103	I	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_1_1270	0.952545461253794	II	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	Idc506_Para2	Putative_protein_of_unknown_function
Pa_2_6360	Pa_2_11595	0.956622706409094	II	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_4_1620	0.958194607529046	II	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_O-methyltransferase
Pa_2_6360	Pa_5_6240	0.95203957488049	II	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_protein_of_unknown_function
Pa_2_6360	Pa_6_7690	0.961837727157715	II	-	Putative_C6_zinc_finger_domain_protein_similar_to_A1DD64_of_Aspergillus_fischerianus	-	Putative_Glycoside_Hydrolase_Family_76
Pa_2_6460	Pa_1_19470	0.97303392001	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_1_20280	0.97556154004602	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	Agl4	Putative_protein_of_unknown_function
Pa_2_6460	Pa_1_24380	0.970616057957551	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_1_2830	0.971641009830501	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_3-phytase_A_precursor_
Pa_2_6460	Pa_1_6490	0.971224439795114	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_1_8880	0.962875365805435	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_Glycoside_Hydrolase_Family_18
Pa_2_6460	Pa_2_1740	0.980269984852875	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_2_8400	0.958502523320517	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_ammonium_transporter
Pa_2_6460	Pa_3_11370	0.961127929308998	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_3_11400	0.975616118784765	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_Aspartyl_proteases
Pa_2_6460	Pa_3_3180	0.951916240723751	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_Glycoside_Hydrolase_Family_18_
Pa_2_6460	Pa_3_8490	0.960902302255077	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_5_12530	0.953216091664804	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_5_3200	0.954274488172979	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_6_8785	0.979426373830375	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_6_8790	0.967130954591733	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_7_2500	0.951332799972389	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_protein_of_unknown_function
Pa_2_6460	Pa_7_670	0.971490239443994	IV	Pah1	pah1_homeobox_protein_encoded_by_the_pah1_gene	-	Putative_dihydroxy-acid_dehydratase
Pa_2_6520	Pa_0_1640	0.955533687939632	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_1_23170	0.978676775023406	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_1_380	0.97615664750313	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_1_5260	0.955632601376492	II	-	Putative_protein_of_unknown_function	-	Putative_phosphatidylinositol-specific_phospholipase_C
Pa_2_6520	Pa_1_5870	0.962527141101425	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_1_700	0.958371827814729	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_2_10320	0.951055655055262	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_2_14030	0.97544756578052	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_2_4220	0.965412265181621	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_2_4600	0.960292360470568	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_2_7920	0.95080714710214	II	-	Putative_protein_of_unknown_function	-	Putative_pisatin_demethylase
Pa_2_6520	Pa_3_1015	0.951014925566398	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_3_2000	0.955243051588467	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_4_1230	0.962279735452207	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_4_1270	0.956205888110286	II	-	Putative_protein_of_unknown_function	-	NA
Pa_2_6520	Pa_4_1980	0.965152775044708	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_4_870	0.952615241729069	II	-	Putative_protein_of_unknown_function	-	Putative_Glycoside_Hydrolase_Family_16
Pa_2_6520	Pa_5_11180	0.956265844051791	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_5_11220	0.952901487494562	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_5_6510	0.974496098658046	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_5_690	0.968049994824348	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_5_7825	0.975071738848957	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_6_5390	0.961590082270711	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_6_5790	0.951579137658644	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_7_330	0.975041876634813	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6520	Pa_7_4790	0.96799464061012	II	-	Putative_protein_of_unknown_function	-	Putative_RNA_dependent_RNA_polymerase
Pa_2_6730	Pa_1_16380	0.968094105795147	II	-	Putative_protein_of_unknown_function	-	Putative_glutamyl-tRNA(Gln)_amidotransferase_subunit_A_
Pa_2_6730	Pa_4_2280	0.961916611191442	II	-	Putative_protein_of_unknown_function	-	Putative_Ankyrin
Pa_2_6730	Pa_5_10570	0.98009004401224	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_6730	Pa_6_8250	0.953558158840589	II	-	Putative_protein_of_unknown_function	-	Putative_protein_of_unknown_function
Pa_2_7360	Pa_0_1240	0.96467881002626	II	-	Putative_sterigmatocystin_biosynthesis_regulatory_protein	-	Putative_protein_of_unknown_function
